id,order
1678,put an order i for 1 lunh size pizza
1679,i'd have a pizza with bacon and gorgonzola and no olives please
1680,i'd love to place an order for a personal deep dish tomatoes pie no leeks
1681,could you plese get me two xl Orange juice
1682,let me have 1 medium-sized italian sausage pizza with black olives and heavy on cheese and two small alond milk
1683,i'll go ahead and order a all the veggies peppers pie with bbq sauce
1684,extra large ice tea with no sugar
1685,i will ty the a largesize pizza with sauteed spinach and doble galic powder only no mushrooms
1686,lets get 9 pies with mint and green peppers tomatoes please
1687,set m up with a pizza with sun-dried tomatoes and roasted garlic and light on cheese please
1688,how about placing an order for a medium leeks pie with light on the parmesan and pesto
1689,iwanted a basil and alfredo chicken pizza with a can of ice teas
1690,i need youto begin an order for twelve xl pizzas with sausage mushrooms and bacon and twelve xl pizzas with sausage pepperoni green peppers and bacon and one xl hawaian pizza with a drizzle cheese
1691,please putup a spicy red sauce pizza with olives and no afredo chicken
1692,i'm all ready to order okay please give me a medium pizza with caramelized green olives and a lttle bit green olives on it
1693,i need o order 2 extra large 7ups one medium coke two extra large sprites and three extra large ice teas
1694,medium-sized pizza please with pesto
1695,a extra large pizza with ham and mushrooms
1696,let's see i wanta 5 meium pizzas all with onion and ham on them
1697,i am trying to rder 14 pizzas with roasted red onion also give me 14 Macchiatos and one coke
1698,hi how are you okay today i'd like to order a pizza pie make it large-size and for toppings i'm in the mood for italian sausage also hi how are you okay today i'd like to order some lght cheese and pesto too oh i almost forgot give me a sprits also
1699,let me finalize with a canadian bacon and shrimp pizza without any buffalo sauce on it
1700,allow me to order 7 med roasted tomatoes pizzas and one Orange juice and a water
1701,i'm odering a medium-sized pizza with tuna peto and onions
1702,i like to try a mdium pizza and i need pepperonis on there and also i want pineapple definitely i don't want any a tiny bit of cheese oh and i want a doctor pepper thank you
1703,i need an oder of seven pies with bbq sauce and bell peppers leeks thanks
1704,i love to ave pie which is sweet potatoes tomatoe sauce but no ham
1705,please put up a big mat xl with chicken and no pineapple
1706,okay good afternoon i'd like a small pizza with peppers and red onions but do not add any light o the cheese please
1707,let's finalize with ten pizzas
1708,let mesecure medium-sze pizza along with gruyere cheese and red cabbage but hold cherry tomatoes
1709,can i please get a large-size pizza with bbq chicken and onions and no bacon please
1710,i would like to place an order for a lage-size onion and pineapple pie no additional cheese and i want a det sprites
1711,let's put in for lunch pizza with red onion and sun-ried tomatoes but hold the meat loers
1712,id like to order a medium-szed tomatos and sausage pie on a mexican
1713,i need you to order me tirteen unsweetened ice teas and one xl pizza with vegan pepperoni bacon and mushrooms on it
1714,cn you order twelve meium-sized parsley pizzas one small pizza with onions black olives and peppers and three large pineapple soda
1715,a med with yellow peppers and a med with canadian bacon
1716,okay good afternoon i'd like 1 large pizza with hamburger onions and garlic powder
1717,i like a largesize hams and pepperoni pie with a bunch of cheese on it
1718,i'm ready to settle for a mediumsize pizza with bbq chicken olive and onions on it
1719,let's arrange for a cheeseburger and prawns pizza xl with no onions
1720,i need an order placed for a black olives and jalepeno peppers pizza with no fontina cheese
1721,12 medium-sized pizzas with gruyere cheese parmesan and carrots
1722,i want to try a pizza with all the veggies and olive but avoid ligh on the red onions please
1723,a pie with olives and cheddar cheese without green pepper
1724,i'd be interested in 1 xl pie along with sriracha sauce and stuffed crust chicken
1725,i need to get a pizza and make it medium-size with tomatoes and jalepenopeppers definitely no chicken on there thanks much
1726,let's go wth a large-size gluten-fee crust ricotta cheese re onions pie
1727,id like to order 1 large-size vegan pizza 1 large-size mushroom pizza and a large-size veggie pizza
1728,i'm thinking about having a pizza that has balsamic glaze and light yellow peppes no bacon though
1729,can yu handle this order a medim-size green bell peppers pizza woth alfredo chicken
1730,i prefer 7 diet iced tea along with three fantas which are in xl size and one doctor pepper in large size
1731,place my order for a pizza with leeks and prosciutto hold the hot peppers that's it
1732,we need a medium-sie achovies pie with doule cheese and no peppers
1733,i'd be happy wih a small chicago stye pizza with salami and mushrooms
1734,i am just ordering soft drinks tonight give me 11 pepperonis bbq chcken pizza with no ham please
1735,please putup a medium-size feta cheese oregano pizza without pepperoni
1736,i think i'll stick wth a medium-ized pizza and for toppings i'll take parmesan canadian bacon and cumin i appreciate it
1737,i feel lik having a xl thin crust red peppers roasted garlic cherry tomatoes and mushroom pizza with a large Smoothies and a large coke
1738,i'd like eight smal pizza with everything a medium pizza with red onions and double cheese and a medium pizza with pepperoni and mushrooms
1739,want 3 of the peas and sweet corn pizzas with the pesto sauce
1740,lts get a small meat lovers pizza with a lot of cheese a small big meat pizza with a lot of cheese and two large Protein shakes
1741,two personal pizzas with hot peppers lamb and onions
1742,nine medium pickled onions and a two lter coffees
1743,i thin i'll take 2 medium-sizd gluten-free crust pizzas and one large vegetarian pizza
1744,i want you to put in an order for ten extra large pizzas with seet corn and mushrooms and make sure it has a lotof sauce
1745,yeah just gt me fourteen med pizzas and please do them both with duck and black beans and make sure there's no olives
1746,can i choose a large pickled onions and caramelized onions pie without ground beef please
1747,alow me to order a personal pizza with duck and tomato sauce and no pineapple please
1748,i'dprefer to go with a large kimchi and jalapenos pie no more cheese
1749,a large-size pizza with prosciutto and bay leaves
1750,could yu please get me 1 small mat lovers green bell peppers pizza without pineapple
1751,i'dlike to try four large pizzas with fontina cheese lamb and bacon to go with five bottles of waters
1752,14 medium-sized pizzas with prawns bbq sauce and carrots
1753,good evening ow are you please put up 1 medium pizza with cheese and bacon with 1 medium coke
1754,how about placing an order for a personal pizza with arugula and onions but no pepperonis
1755,i feel like having 8 large pizzas with peas
1756,i think i'll stick with a med pizza with kimchi green pepper but hold black beans
1757,repeat my order fr a large italian zucchini jalepeno peppers and zucchini pizza
1758,today i'd like a pizza with hamburger and capers and atiny bit of cucumber
1759,i'd like an order paced for one personal pizza with a little broccoli and pineapple and no any tuna
1760,can i ty 13 of the basil and gruyere cheese pizzas with the pesto sauce
1761,begin an orer for me that includes 15 small pizzas with yellow peppers mushrooms and bacon and six small Apple jice
1762,i will try a lunch chicken and olive pie without the supeme
1763,how about fixing me up with a pie with jalapenos cheesebuger and no tuna
1764,we need a med green olives and mushroom pie on a chicago style
1765,my order today isfor a pie with parmasean and basil but no tuna please
1766,i'm craving a small pie with tuna and a buch of pineapple but no ham please
1767,an medium-size pizzas with bbq hicken
1768,looking for a xl pizza with tomato sauce and mushroom no jalepeno peppers
1769,hi how are you okay today i'd like to order 1 pizza might as well make it med on it i'd like red onions make it thin crust and no roated red peppers today that's great
1770,have a small garlic and vegan pepperoni pizza with no fontina cheese
1771,let me secure a vggie pie with lettuce and green pepper and a dit coke please
1772,getme 1 personal pie with pineapple and with tuna and without mushrooms please
1773,i have some friends coming over so i'll take 1 pizza and red onion arugula but hold black olive
1774,culd you put in a xl bell peppers pizza with little cheese and no olives
1775,placemy order for a med pie with yellow peppers and peppers without pineapple
1776,a canadian bacon and stuffed crust pizza with beef would do
1777,i'll go for a total of two medium pizzas along with meatball and sun-dried tomatoes
1778,a garlic and everything pizza with pesto would do
1779,how about you get me a med garlic powder and parmesan pizza without poppy seeds
1780,i love to have a personal pizza with hot peppers also if you could also put some spinch on there and if you could also have that with pineapple i'd really appreciate that that's all
1781,1 small pizza with just sriracha sauce and 1 large pizza with pepperoni and alfredo chicken on it
1782,i feel like going with a extra large pizza with everything plus light black olive and light sriracha suce and four extra large ice teas with sugar and two extra large ice teas with no sugar
1783,good afternoon i'm in the mood for five lunch green bell peppers pizzas and one large gluten-free crust pizza
1784,i'd like to try 15 pies along with cherry tomatoes and roasted red onion buffalo sauce
1785,good eveningfor tonight i'll take a spicy red sauce and garlic pizza without the hawaiin
1786,let's put in for 6 small dr pepper five medium dr pepper five small diet dr pepper three medium diet dr pepper four small sprites and seven medium sprites
1787,tonight i want a pie in lunch size along with poppy seeds and ricotta cheese but without olives
1788,i'm ordering a medium pizza with card and olives and i do not want pan
1789,i have some friends coming over so i'll take medium pizza with prawns and capers but hold the pan
1790,please ca i have a medium pie along with sweet corn and some a drizzle cheese but hold pepperoni
1791,i'd like o have 1 pizza with artichokes and peppers and no meatball please
1792,my order tonight is for 1 meium pie including pckled onions and olives but no pepperoni
1793,i'll try the a xl pizza with light peppers mushrooms and no sausage
1794,can i orer a xl pizza with parmesan and tuna but without peppers
1795,11 medium-sized cherry tomatoes and meatball pizzas with a two liter of cherr coke
1796,i'd have 5 medium bq sauce pizzas two medium pepperoni pizzas one large vegetarian pizza and two diet pepsis
1797,id like to order eight pies with balsamic glaze and lemon zest but i need to avoid green pepper
1798,can ou arrange one extra large bay leaves and pineapple pizza with no sweet corn
1799,i need o get a pie with beef tomato and no tofu
1800,i have some friends coming over s i'll take a large-ize pizza with arugula tomato sauce but no tofu
1801,please i want a large thin crust pizza without black olives and a large cokes
1802,i'd have pizza whih is tomatoe sauce sausage but no ham
1803,for this afternoon i only want 12 medium-sized pies along with mint green pepper but avoid pesto
1804,put in an order for a pizza with pepperonis and lemon zest artichokes thanks
1805,i'll try a large-size roasted garlic pesto tuna pie
1806,let's finalize with 1 pizza with large size including meatball cucumber and spreme
1807,i'd like to put an order in for 4 large gorgonzola and jalepeno pepers pizzas and two large pizzas with jalepeno pepers and mushrooms
1808,can i choose 1 xl pizza with pepperoni sweet potatoes and onions on it
1809,i would like to have a pie along with ricotta cheese canadian bacon and without pesto sace
1810,8 xl pizzas with onion jalepeno peppers and tuna
1811,good evening i want to order a medim-size pizza with salami and prawns without lemon zest
1812,i'm oing to go with six pizzas with gorgonzola peppers and onions
1813,get a pizza and make it lunh size and a little bit prmesan on it as well as mushrooms and i'll try tuna on it too
1814,1 mediu-size pizza with bbq sauce and tomatoe sauce
1815,i want to plac an order for six Limeade one medium-sized diet coke and one medium-sized diet sprite
1816,i'd try seven beef and lamb pizza i don't want any mushrooms on it and i'd like it medium
1817,i'll go for a total of 1 lunh pizza with a tiny bit of carrots olives and no tuna
1818,good evening i want a medium-ize pie with bacon sausage and ham
1819,place my order for 15 extra large pizzas all with bacon and ham on them
1820,let me prefer fifteen smll pizza with everything a medium pizza with oregano and additional cheese and a medium pizza with pepperoni and mushrooms
1821,orer me a dep dish ham pepperoni xl pie
1822,for tonight i just want a red peppers and pasley medium-sized pizza and a pineapple and red peppers medium pizza
1823,i would like to order a beef and chicken pizza without the combiation
1824,how about fixing me up ith 1 large-size pizza with balsmic glaze sausage anchovies and onions and two large-size 7 up and 1 large-size sprite
1825,i prefer fourten large-size arugula pizzas amd two large pizzas with a unch of arugula
1826,give me a pie with cherry tomatoes and black olives without parmesan please
1827,repeat my order for eleven pizzas
1828,my order is for a xl pie with bacon mint and no onions please
1829,i'llgo ahead and order telve medium-size pizzas with hams and ham
1830,i need to order xl pie along with low fat cheese and cumin
1831,let's finalie with 1 pizza with beef and lamb and leave off the ground beef
1832,i'll o for eleven extra large pizzas i want banana pepper on all of them as well as mushrooms thanks
1833,lets try a smll broccoli sausage pizza with a tiny bit of cheese
1834,i think i'll stik with one lage-size pizza with double gorgonzola and one medium pizza with beef
1835,i think i'll grab two large-size cumin pizzas with litle sauce and extra cheese
1836,can i choose a medium-sized anchovies sauce and pineapple pizza please
1837,lets go with an sweet potatoes and tuna pizza with no pesto
1838,i'd like a total of fourten sprites and a coke along with five xl fantas
1839,could i opt for 9 large-size pizzas with a lot of tuna and light sauce
1840,i am trying to order a persoal sweet corn pesto pie no a tiy bit of cheese
1841,for tonight i just want a persnal pie with spicy red sauce and kimchi but i do not want cucumber on it
1842,i would lie your two 7 up and one medium-size gruyere cheese topping pizza
1843,i would take a pie with truffle oil fontina cheese and no broccoi please
1844,i need a tota of 4 large dr pppers five medium dr pppers five large diet dr pppers three medium diet dr pppers four large sprites and seven medium sprites
1845,i'm going to go with a stuff crust pie with mushroom and chicken toppings
1846,could you give me a large-size pizza with tomatoe sauce chorizo and parmesan
1847,i feel lie having a large-sze with salami and additional cheese but no sausage
1848,i ned to get 12 little large pizzas with onions and little sauce and add two botles of coke
1849,this order is for a crunchy stuffed crut pizza with fresh olive and pepperonis
1850,i would love to get 9 pizzas with bell peppers and green pepper on them but hold the pepperoni thanks
1851,i need an order of a xl vegan pizza without mushrooms or bell peppers and a small ham with onions pizza
1852,i'd like to have 1 pizza might as well make it large on it i'd like low fat heese make it thin crust and no pineapples today that's great
1853,okay good afternoon i'd like a a lot of large pickled onions pizza with a lot of sauce
1854,medium pizza please with onions
1855,i'm going o go with a medium high-rise roasted red onion pizza with a medium det cokes
1856,please can i have xl pie along with hamburger and roasted red peppers
1857,repeat my favorite order of 15 of the medium-szed lamb and ham pizzas
1858,1 small pizza with jalapenos
1859,let' make it a pizza personal in size including cherry tomatoes and roasted redonion but without pepperoni
1860,i think i'll grab 1 xl pizza with pepperois and sausage and also need two Limede
1861,i like to 12 pespi six extra large cokes and six extra large fantas
1862,okay let me think i'll have a medium zucchini and ham pie with a lot of cheese
1863,for today please make me a medium-ized sausage and tomatoes pie with no sauteed spinach on it
1864,i'll make my choice as a pizza with medium size including balsamic gaze ham and new york style
1865,repeat my last order of 1 large pie with black olives and arugula but without mushrooms in it
1866,i'll jus take 6 pizzas with no red peppers jut sweet potatoes and caramlized onions
1867,let's go with a medium-sized pizza with duck and bell peppers and a medium-sized Frui punch
1868,i would like you to order me 5 cokes a coke and a diet sprite
1869,please give me 3 truffle oil pizzas along with vegan pineapple
1870,i'll go for a extra large pie for the toppings i'd like black beans and meatball but please make sure there is no ham on there thanks
1871,set me up wth a lunch pizza make it high-rise and i'd like blue chese and chicken on there appreciate it
1872,i just need thirteen medum achovies pizzas
1873,tonight i'm in the moodfor a large size pizza for the toppings tonight i'm in the moodfor sausage sauce and pesto thanks
1874,put in the order for thiteen pies with roasted garlic peas and red cabbage
1875,"ths time, i'll take a pizza in extra large size along with italian sauage and mushrooms but without double cheese"
1876,i' appreciate a personal green pepper and pineapple pizza but i do not want any a tiny bit of cheese
1877,a medium-sized pizza with olive and grilled chicken
1878,hi how are you i have an order for 1 meium-sized vegan pizza with alittle bit jalepenos and 1 small pepperoni pizza
1879,i'll go for the 1 large-sie pie and i think i'll go for toppings of shrimp and i guess olives also i don't like new york style thanks
1880,i'll go for a total of 1 personal jalepenos and card pie and no pesto please
1881,i need toorder 15 personal banana pepper and zucchini pizzas please
1882,hi how are you i want to order a medium-sized pickled onions and garlic powder pizza without onions please
1883,get me a pie with beef and olive but no fontina cheese please
1884,i'll have a xl pan pizza and two xl Pomegrante juice
1885,id like a lrge pizza with caramelized onions capers and some bacon
1886,i' have a lunch pizza with ground beef tomato sauce green peppers and light sauce and light cheese
1887,i've decied to order a lunch a drizzle tofu pizza
1888,i'm thinking about having a small pizza with olive anchovies and sauteed spinach
1889,4 med pizzas with poppy seeds and pepperonis
1890,i'm opting for 1 sparkling water two dr peppers and four large-size pepsis please
1891,allow me o order 12 large pineapple and shrimp pizzas with no onions
1892,could you please get me a large-size vegan pizza one large Lemonade and one large coke
1893,let's finalize with a pie with personal size along with ham and feta without pesto
1894,i need fourteen of the med roasted red onion and ham pizzas
1895,hi goo afternoon for today i'd like a small pizza with parsley light on pineapple and no sausage please
1896,i' like to put in an order for a med all he meats pesto and ham pie
1897,i'd like to place an order for a persoal pie and i want feta and chicken on it make it hawaiian please
1898,i'll just take a pie along with poppy seeds banana peppers but avoid prawns
1899,i'll take a xl red onion and beef pie with light cheese on it
1900,let's put in for 1 pizza along with lettuce thin crust but no chard
1901,can i have twelve xl sausage pizzas with onions and green olives and a two liter bottle of ice teas
1902,bgin an order for one small caramelized onions and mushroom pizza with no a little bit cheese please
1903,i think i'll try a extra large pizza and i'd like grilled chicken and olives on it but absolutely no tuna that's all for today
1904,lets get 1 pizza let's do sauce and lettuce toppings and please: zero gorgonzola
1905,how about placing an order for a medium-size mushroom and ham pizza with a large Club soda bottle
1906,i would like your 3 med pizzas with a tiny bit of pesto suce and no tomato sauce
1907,i'll go for a larg-size gruyere cheese and roasted eggplant pie without mushroom
1908,get me a pie in lunch size with gruyere cheese and spinach but without roasted eggplant
1909,i am going to need you to order me a smal pizza with roasted arlic and pepperoni and a medium diet sprites
1910,tonight i want a largesize hamburger and meatball pie no a tny bit of cheese
1911,i wish to have a personal high-rise pizza and a medium pizza with red cabbage lettce green olives and jalepenos
1912,hi how are you i want to order a pizza with cherry tomatoes and leeks and leave off the parmsan
1913,i'm going to have 1 large-size pizza with black olive pepperoni and pineapple
1914,i am just ordering soft drinks tonight give me a med pie with cheeseburger and basil but avoid adding sausage please
1915,i'll go with 6 large-size all the veggies pineapple and ham pizzas with 6 large Protein hakes
1916,do me a favor and get me extra large pie that has goat cheese and spinach but avoid peppers
1917,can you handle this order a parmesan and chicken high-rise pie with a pesis
1918,i 'd like to get a small pizza with grilled chicken and onions and no bacon please
1919,i'll go with medium size along with balsamic glaze and gruyere cheese without musy peas
1920,1 medium pizza with pineapples mushrooms olives and onions
1921,repeat my order for 14 extra large pizzas with green peppers and two small pizzas
1922,i'd appreciate a large sriracha sauce and spinach pizza but i do not want any a dizzle ppperoni
1923,okay let me think kay i'll take a large-ize pineapple and bbq sauce pizza with no peppers
1924,dome a favor and please put up five large-size pineapple and ham pizzas and two chicago style pizza
1925,how about adding a xl pizza tonight with more bell peppers let's see i also want carrots but i do not want any bacon thanks a lot
1926,a large-size pizza with gren peppers and bacon
1927,i'm having a bunch of people over tonight so i need a banana pepper and cheese pizza without onions
1928,we need a margarita with bay leaves and mushrooms and make it a medium
1929,i'd prefer to go with 1 pizza and artichokes tomatoes but hold bacon
1930,i'll go for a total of seven large-size pizzas with parmasean anchovies black olives and bacon and six large diet sprite and two large ice teas with no sugar
1931,please make me banana pine aple olive without pine aple pizza
1932,i will go for a pie in lnch size with lamb and chorizo but without chicken
1933,could you put in twelve pies along with mint and pepers pesto
1934,i'd like to put an order in for fourteen peas and garlic powder pizzas with no cheese
1935,let's finalize with 15 pizzas with duck pineapple and do not include feta cheese
1936,i'd ry sevn large-size pies with thin crust and feta alfredo chicken
1937,i want a hams and poppy seeds pie with no banana peppers
1938,fetch me a small pie with pesto and light on cheese and no pepperoni
1939,1 medium-size pizza with gren peppers and mushrooms
1940,put an order in for a large hot peppers pizza two medium pizzas with bell peppers and three small Oat mik
1941,toda i just need a large pie along with pineapples shrimp but avoid pickles
1942,i'm ready to settle for 1 personal five topping pizza with the toppings being roasted garlic onions banana peppers black olives and sausage
1943,can i try a pizza and i want shrimp as well as sausage please no pepperoni that's it
1944,let's go with a medium-sized pizza and some a little pine apple to that and some anchovies but hold sausage
1945,i'd like to put an order in for a supreme green peppers pie with ligt onion
1946,i'd like a med pie with onion and extra bbq chicken no hamburger
1947,i wold like to try the 1 medium-sized pizza with all theveggies buffalo sauce but without mushrooms
1948,iwould like to get a pizza with parmasean garlic powder and arugula please
1949,i'd have a red onions and goat cheese pizza medium-sized please and i want pesto sauce on it too
1950,begin an order for me that includes a extra large olives and tuna pizza with a gluten-free crst
1951,i think i'll just have a pie with bell peppers red onion and no pinepples
1952,3 pesonal pizzas with salmi and carrots
1953,could i place an order? 1 pizza make it a medium-sized please and i want all of these toppings please: alfredo chicken chorizo as well as ham that's all
1954,give me 3 medium size pizzas with roasted garlic
1955,make an order for a pizza might as well make it xl on it i'd like sun-ried tomatoes make it supreme and no pineapples today that's great
1956,i need o put in an order for a medum-sized pesto pizza with double cheese and no mushrooms please
1957,i think i'll grab a large spinach and peas pie with double grilled chicken
1958,let's see i wnt a a large-size green olives and a large-size a little cheese pizza with a two liter coke zero
1959,i need you to begin an order for a pizza that's not chicago style topped with pineapples and parmesan
1960,let's see i want a one xl pie with bbq sauce and bay leaves but avoid adding peas please
1961,please put up 2 Sparling lemonade smll 2 cokes also smll and then just two pepsis
1962,i would like to try 9 small pizzas with one sprite
1963,a anchovies and meat lovers pizza with hams would do
1964,i'd lke to stick with a mdium-sized shrimp and additional rosted tomatoes pizza no mushrooms please
1965,i'm ready to sttle for six medium-sized pizzas with ccumber and mushrooms and make sure it has a lt of sauce
1966,i would like to go for one medium-sized roasted red peppers and cumin pie and no pesto please
1967,i'd like an order placd for eiht small pizzas with tofu and pineapples and also include six Soothies and two sprites
1968,hello my order is for a medium-sized bbq sauce and ham pie with no sausage
1969,start an order for a personal pie with deep dish vegan pepperoni and sun-dried tomatoes
1970,sort me out with 1 lunch pizza with onions pineapple and pepperoni please
1971,i think i'll try a pizza and make it mediumsize and i want cheddar cheese and sausage on there but leave the bacon off
1972,i want to place an order for a med pizza with pepperoni sausage black olives onions and anchovies and three med fanta
1973,could i place an order? 14 xl roasted garlic and cheeseburger pizzas
1974,for this afternoon i think i'd like a medium groun beef tuna and olive pizza
1975,let's finalizewith one pizza along with cheddar cheese green olives but no pesto
1976,how aboutadding eleven tomato and parmasean pizzas no ham
1977,i'd like to have a med pizza with cherry tomatoes on it and also parsley but i don't like pesto thanks
1978,1 lunch olive only pizza and 1 medium ham and pine apple pizza nothing to drink
1979,i've dcided to order a medium prosciutto and smoked slmon pie without the mexican
1980,i would like to try the a xl black beans pizza with banana peppers and green peppers
1981,tonight i want a pie with sweet potatoes and add some beef and please avoid basil
1982,could you put in 1 medium pizza with extra meatball and also peppers and pesto toppings plus a Sparkling lemonade
1983,for this afternoon i thnk i'd like one medium pizza with bell peppers and i'll try feta on there too but i don't like pepperoni okay that's it
1984,i am going to need you to order me a mediu-sized pizza with lettuce and grilled chicken and a mediu-sized diet pepsi
1985,i think i'll tick with a large-size thin crust prawns and fontina cheese pizza
1986,i'd be happy with 9 mushroom and kimchi pesto pies
1987,i feel like having a medium-sized pie with red cabbage and ground beef but hold make sure you hold that double italian sausage
1988,let's arrange for 1 xl pizza with kimhi sausage mushrooms green pepper black olives onions and more cheese
1989,i need a totl of a med pizza and basil with a lot of green bell peppers but avoid mushrooms
1990,coud you put in a pizza with hams as well as shrimp but i don't want any green bell peppers thanks
1991,i'll try a jalapenos and carrots meat lovers pie with a lmon
1992,please arrange to get one pie and make it personal size for toppings i'd like pine apple and roasted red onion but i'd appreciate it if you leave off hamburger that's it
1993,i would liketo order seven kombucha six extra large dr peppers and five extra large diet cokes
1994,i'd love to have seven personal size pizzas
1995,please arrange to get a pizza in personal size along with pepperoni tuna and mushrooms
1996,good eveing i need a pizza with green pepper cumin and cherry tomatoes please
1997,i ould like to have 1 xl pizza with a little cheese and two medium pizzas
1998,please i want a lunch kimchi cherry tomatoes and basil pizza please
1999,i'm going to have a small combination pizza
2000,please i would like 5 prsonal pizzas with heavy on black olives and 5 prsonal pizzas with extra cheese ordered
2001,for today i just want 12 lare-size sweetened Lemonade six medium sweetened Lemonade five lare-size unsweetened Lemonade and two medium unsweetened Lemonade
2002,good evening for tonight i'll take a small pie with leeks on it as well as more cheese in addition to pepperoni that's all
2003,let's try a medium olives and buffalo sauce pizza with light on he cheese and a small diet pepsi
2004,i am just ordering soft drinks tonight give me pie with chorizo red peppers and add some light on the cheese
2005,please give me a smal roasted red onion and prawns pie without any pesto
2006,have thirten medium-sizd pizzas with a lot of cheese and sausage and thirten Smooties
2007,i would like to get a medim pizza with ricotta cheese green bell peppers and kmchi
2008,i thnk i'll stick with a extra large pizza buffalo sauce mushroom and with no everything
2009,a xl pizza with pineapple light on the cheese and no pesto
2010,put in an order fr a pie with pesto sauce spinach and do not add cucmber please
2011,for this afternoon i think i'd like a med salami and parley pizza without mushrooms
2012,i will trythe a large pie with no gound beef
2013,i'd like to get 1 large chard and poppy seeds pizza and please leave off the zucchini
2014,ineed to get a large-size pie added with banana pepper and somes mushrooms supreme
2015,lets get a lrge high-rise pizza with low fat cheese and italian sausage
2016,i'd lke to get a medium-size pie and i'd like onions on it as well as pesto and a little bit cheese that's all
2017,can you give me a parmasean and pineapples pizza but i do not want it on all te veggies
2018,i need to put in an order for a big meat pizza with no blue cheese on it
2019,can i choose a xl pizza with chicken sausage and little cheese
2020,could i place an order? twelve extra large pepperonis and parmesan pizzas
2021,a large-size pizza with poppy seeds and bbq chicen
2022,put n the order for a basil and hamburger pizza without high-rise
2023,please i want a lunch pizza with broccoli and goronzola but hold ham please
2024,repeat my 10 feta cheese and capers pie with no tuna
2025,i wish to have a large pizza with roasted garlic and heavy on cheese but no olives please
2026,i'd love to placean order for a large-size spinach and ricotta chese pie with no sausage
2027,good evening i want 11 medium-size pizzas with all the veggies but truffle oil and hot peppers and a large pizza with mushrooms and sausage
2028,nine large mushy peas and arugula pizzas
2029,hook me up with a lnch black olive and spnach pie with absolutely no tuna please
2030,i'm crving a big meat pizza with sweet potatoes and no a little bit canadian bacon
2031,can you give me one lare-size pizza with hamburger and basil but no a lot f cheese please
2032,could you give me 1 new york style carrots pepperoni large-size pie
2033,m order today is for a pesonal size pizza with roasted garlc and olives but avoid vegetrian please
2034,i'd try 8 mediu-sized pizzas italian sausage and mushrooms no onions
2035,i would like your nine med pizzas with pine apple and a tiny bit of onions
2036,god evening i want four pizzas with capers cherry tomatoes and ham please
2037,i'll try the a mediu-sized kimchi and jalpenos pizza with a medium Flavored waer
2038,repeat my a personal pizza with mushrooms and pesto and please hold the pepperoni that's all
2039,i wil go for 1 pizza with jalepeno peppers and a tiny bt of pineaple but i do not want tuna on it
2040,i think i'll take one etra large roasted red onion pizza with anchovis and arugula on top
2041,hello my order is for one lrge-size pizza with sauteed spinach meatball and without any veggie
2042,can you give me a extra large all the veggies peppers pizza with no olive
2043,6 large-size pizzas with mushy peas and caramelized onions
2044,i wanted personal pizza along with deep dish arugula but hold onions
2045,five lunch pizzas with tuna and meatball
2046,i want to get a med size pizza
2047,please arrange to get a medium-size pizza with low fat cheese hot peppers anchovies and bacon and one large Sarsaprilla and one large coke
2048,do me a favor and make me a medium shrimp and chicken pie with no double cheese
2049,i'm all ready to order okay please give me a extra large pizza with green peppers shrimp mushrooms and black olives and i'd also like to get four small iced teas
2050,this order is for a havy on large roasted tomatoes and mushroom pie no havy on cheese
2051,please order me nine pies with garlic powder and gruyere cheese but no pepperoni
2052,i'll go for  total of eight medium-size pizzas with yellow peppers and a drizzle onions
2053,make an ordr for a all the veggies pizza with fresh grilled chicken and spinach
2054,please arrange to get eleven pies with capers and tomatoes but don't add cherry tomatoes
2055,do me a favor and mke me a lunh pizza with fontina cheese and chicken but without meat lovers
2056,can you order me exta large pizza with cherry tomatoes sausage and without grilled cicken
2057,do me a favor and get me a pizza with arugula bbq chicken and no green pepper
2058,repeat my 5 persoal pizzas with tofu and spinach
2059,do me a favor andplease put up sven small pizzas with pepprs ham and olives please
2060,make sure to ge me a pie with roasted tomatoes prosciutto and cumin please
2061,can i choose one pie in medium size along with roasted tomatoes and basil but no pepperoni
2062,ihave a lunch pizza with pickles and green lives and i don't want it it have a gluten-ree crust
2063,i guess i'll get a sausage and cucumber pizza i don't want any bacn and make it a medium-sized please
2064,i'd like an order placed for eight med roaste tomatoes pizzas with a lttle sauce and extra cheese
2065,i' try a feta cheese and chard pizza with no lemo zest on it
2066,please gve me a meium-size pie and i think i'll go for toppings of cheese and i guess olives also i don't like margarita thanks
2067,medium-size pizza with red onion and duck skip the olives
2068,my order today is for a margarita bay leaves pizza and no artichokes please
2069,pease can i have one lunch pizza with vegan pepperoni and heavy on red pepers and don't put olives on it
2070,let's try a more large pizza with jalepenos as well as more leeks but leave off the sausage thanks
2071,i think i'll stick with a sall olives pizza with a lttle bit cheese hold the mushrooms
2072,i'm opting for 12 large-size roastd garlic and pesto pizzas with no onions
2073,good afternoon i'm in the mood for a xl pizza and on it i'll take hummus mushy peas and definitely mushrooms
2074,can i have a medium-sized pizza with humms ham and extra cheese
2075,i want a medium pizza with ham and mushrooms and a medium Cappuccinos
2076,i 'd like to get a pizza with a little gorgonzola and onion but no pesto
2077,can i order a lunch pie i'd like extra anchovies as well as blue cheese but please make sure there is no pesto on there thanks
2078,i'll have 1 lrge pizza with a drizzle kimci and sausage and mushrooms
